%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted)
16999,202.8,106.1,110.2,25.82,139.6,156.9,187.8,-156.3,73.63,3.343,88.28,134,-11.06,65.8,109.9,-41.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17000,177.6,103.1,107.9,22.65,118.9,120,174.5,-176.9,57.12,-15.73,73.53,111.4,-19.33,58.74,96.02,-55.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001,155.7,94.87,94.25,1.305,114.3,105.9,165.6,-190.6,46.43,-17.08,58.87,104.8,-18.56,67.7,93.84,-50.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17002,144.1,88.66,75.9,-6.505,115.1,95.85,153.5,-186.6,40.14,2.076,57.67,109.2,3.475,90.71,113.2,-27.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003,145.1,90.09,63.55,-9.937,102.7,84.6,137.3,-195.1,40.83,-0.1751,62.52,104.9,17.62,101.9,125.4,-20.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17004,147.2,77.96,52.46,-23.7,91.14,83.56,128,-211.7,34.77,-19.56,55.31,96.93,7.964,93.81,113.2,-41.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005,147.3,64.52,45.41,-26.2,88.88,82.43,126.6,-215.2,20.47,-22.44,41.49,92.13,4.507,86.54,99.85,-57.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17006,150,74.13,43.25,-26.58,85.11,77.96,130.5,-215.4,9.703,-20.44,28.83,84.6,15.12,87.07,92.89,-60.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007,145.8,87.91,40.91,-39.64,76.77,73.53,137.6,-227.4,6.79,-27.3,23.34,86.28,26.59,89.62,90.91,-69.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17008,154.2,102.8,48.12,-36.9,74.81,74.89,147,-234.9,17.73,-32.3,33.65,106.4,37.54,91.01,101.8,-82.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17009,184.3,124.9,65.83,-15.04,87.77,92.67,157.6,-216.8,28.63,-32.13,45.17,118.3,39.71,87.75,110.8,-91.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17010,189.3,128.8,70.08,-5.942,98.38,103.9,157.9,-195.8,24.66,-28.6,48.49,114.2,37.22,89.99,111.4,-100.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011,166.9,116.6,55.02,-13.25,80.41,83.94,144.6,-199.3,15.62,-29.52,48.37,110.1,37.98,99.01,111.5,-109.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17012,154.9,109.2,37.92,-25.56,51.25,63.61,136.4,-210.3,-1.044,-39.05,35.7,96.08,25.86,91.87,98.57,-124.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17013,147,102.7,28.01,-36.07,48.19,67.39,141.2,-209.4,-19.84,-50.56,18.62,74.89,8.067,73.78,78.5,-142.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17014,138.7,96.86,23.54,-41.46,56.09,71.17,145.4,-210.2,-25.69,-71.57,8.6,65.41,4.327,68.27,73.38,-152.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17015,140.5,93.38,19.26,-49,48.69,67.18,145,-226.8,-32.26,-92.45,-5.661,58.56,5.422,68.55,75.38,-150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17016,141.9,91.49,18.92,-47.33,41.91,67.74,143.5,-240.1,-37.82,-88.53,-11.88,55.72,8.066,62.56,77.25,-148.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17017,139.7,95.74,23.36,-28.73,39.5,62.05,135.5,-230.8,-29.66,-85.46,1.879,64.66,11.73,54.1,83.24,-155.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17018,145.7,102,18.76,-22.46,36.79,56.29,136.4,-217.3,-23.33,-99.15,12.43,67.02,10.36,50.61,89.33,-165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17019,157.6,113.9,12.71,-29.52,46.17,67.39,161,-211.5,-24.84,-97.84,7.174,61.04,15.65,54.57,92.32,-167.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17020,159.4,130.8,15.86,-29.68,48.21,68.6,172.5,-203,-30.25,-95.02,-5.872,56.25,25.38,57.42,88.74,-164.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17021,151.7,134,5.32,-39.25,28.27,51.91,155.9,-199.8,-37.26,-110,-11.66,50.35,31.52,59.73,87.95,-157.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17022,157.9,137.2,-18.92,-57.38,15.88,50,154.5,-208.2,-33.52,-106.2,2.466,58.92,51.44,74.23,109.1,-144.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17023,179.1,161.2,-20.41,-56.79,20.09,60.31,169.8,-211.9,-20.09,-90.9,27.78,87.97,76.44,92.14,134.8,-135.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17024,199.8,180.4,-3.146,-47.14,24.12,66.9,170.4,-201.4,-7.693,-97.68,47.02,105.9,77.44,94.56,134.1,-142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17025,215.9,174.9,-5.068,-45.62,19.76,74.71,172.2,-184.9,-0.7954,-98.66,52.27,98.99,68.82,89.57,119,-158.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17026,219.5,163.3,-17.84,-36.63,12.62,77.2,189.2,-177.1,-3.111,-92.07,48.97,86.3,70.26,92.52,107.5,-173.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17027,207.6,160.5,-16,-21.12,9.611,65.37,195.1,-180.8,-14.42,-114.7,40.83,69.4,63.72,89.68,87.71,-189.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17028,187.1,158,-22.23,-25.95,-4.476,46.49,177.7,-188.6,-33.96,-135.8,18.34,41.06,43.11,67.41,59.38,-209.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17029,165.3,147.1,-40.51,-40.69,-21.69,33.77,158.5,-195.5,-52.52,-129.2,-7.823,18.18,26.44,45.58,38.1,-226.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17030,153.7,133.7,-44.64,-43.9,-17.62,29.35,149.8,-192,-61.43,-135.2,-22.36,5.307,13.44,33.55,17.59,-242.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031,145.2,121.7,-54.14,-54.82,-27.28,22.41,142,-181.1,-74.71,-153.4,-41.05,-17.71,-1.557,17.03,-6.098,-258.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17032,127.2,109.8,-72.43,-73.56,-60.13,13.01,136.6,-178.2,-93.43,-156.9,-63.44,-46.9,-9.447,6.883,-18.35,-261.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17033,108.6,106.5,-76.01,-77.11,-64.98,3.205,138.2,-175.5,-100.9,-157.5,-69.46,-58.21,-9.319,15.04,-18.53,-248.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17034,97.32,114,-89.43,-79.42,-56.54,-11.19,130.2,-171.6,-101.4,-157,-65.34,-48.58,-7.325,21.62,-11.49,-237.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17035,90.74,113.9,-114,-96.38,-73.87,-25.22,104.8,-188.2,-109.2,-161.6,-67.1,-42.11,-5.98,21.88,-3.011,-234.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17036,81.82,100.8,-125.7,-119.6,-94.89,-42.36,78.99,-213.8,-125.3,-180.5,-77.61,-54.72,-6.857,29.65,-8.472,-230.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17037,71.25,96.04,-145.2,-139.1,-108.5,-62.45,65.55,-218.2,-134,-181.8,-86.24,-65.23,-6.361,36.91,-18.52,-223.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17038,72.16,97.87,-168.7,-149.7,-125.3,-69.55,56.82,-213.8,-131,-181.5,-87.64,-66.64,-10.04,30.62,-19.05,-224.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17039,73.52,83.87,-177.4,-162.1,-133.8,-74.38,37.12,-222.5,-141.5,-216,-97.96,-85.01,-26.84,15.12,-31.32,-234.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17040,58.2,68.4,-192.3,-182.6,-133.1,-92.58,15.14,-229.8,-161.8,-227,-117.2,-108.1,-40.1,0.9327,-57.13,-243.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17041,46.2,70.08,-211.1,-195.9,-136.9,-108.1,12.18,-221.5,-161.1,-197.1,-123.4,-109,-36.91,-2.864,-64.35,-241.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17042,54.93,77.93,-214.5,-192.8,-136.7,-105.3,18.67,-209.6,-144.6,-189.5,-109.4,-98.63,-25.6,7.839,-44.22,-225.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17043,78.87,96.21,-203,-174.4,-115,-81.97,20.98,-198.6,-115.3,-184.9,-68.45,-73.35,1.773,34.43,0.3577,-188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17044,112.5,131.4,-181.9,-151.2,-81.62,-52.28,25.45,-181.4,-71.35,-153.3,-7.511,-30.15,44.1,67.47,55.47,-145.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17045,133.8,157.4,-173.1,-147.7,-76.63,-50.88,14.44,-174.6,-67.44,-152.1,4.654,-27.59,49.28,67.01,51.91,-153.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17046,102.8,140.8,-194.5,-175.7,-123.7,-92.2,-34.7,-201.8,-139.2,-198.3,-78.33,-95.64,-6.351,15.4,-39.2,-222.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17047,30.9,89.47,-224.9,-212.2,-179.2,-140.9,-87.33,-238.1,-214.3,-234.4,-167.5,-156.9,-54.51,-28.98,-113.4,-271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17048,-2.992,66.08,-239.2,-224.7,-186.9,-153.6,-99.19,-243.1,-220.4,-234.8,-167.6,-150.6,-46.67,-24.78,-99.81,-247.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17049,21.8,88.01,-237.7,-219.5,-167.7,-141.5,-88.23,-233.3,-191,-226.7,-132,-126.2,-26.64,-10.19,-70.69,-216.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17050,37.63,99.23,-231.5,-213.3,-165.6,-139.5,-86.16,-223.5,-180.9,-221.5,-127.1,-124.6,-23.19,-9.298,-70.12,-218.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17051,31.5,103.3,-231,-200.5,-173.1,-139.5,-82.75,-191.7,-183.4,-207.1,-122.7,-115.9,-13.03,-5.58,-61.17,-213.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17052,40.57,126.7,-235,-194.5,-170.7,-128.1,-68.19,-169.7,-177.7,-202.3,-108.8,-91.62,5.439,2.034,-44.76,-193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17053,55.53,133.2,-225.5,-195.9,-160.4,-120,-61.2,-183.5,-166.5,-215.2,-108.6,-78.78,18.22,7.518,-41.41,-188.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17054,61.32,126.6,-204.8,-180,-159,-119.9,-73.59,-182.6,-161.4,-208.8,-113.5,-86.25,24.04,8.173,-45.79,-191.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17055,62.55,136.6,-210,-179,-168.6,-120.8,-89.98,-172.4,-169.6,-191.7,-122.4,-103,24.01,2.283,-57.15,-187.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17056,55.03,136.6,-235.5,-205.4,-168.5,-123.4,-91.39,-186.1,-183,-195.6,-143.2,-114.1,19.59,-3.12,-72.34,-189.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17057,39.07,121,-238.8,-203.4,-169.1,-131,-89.11,-181.9,-194.3,-199.5,-164,-126,5.952,-12.33,-87.07,-203.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17058,22.2,114.6,-234.7,-185.3,-182.3,-142.6,-101.9,-162.8,-205,-196.9,-178,-152.1,-14.89,-30,-107,-219.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17059,9.645,110.3,-249.2,-195.9,-185.7,-152.4,-114.8,-171.2,-210.7,-206.8,-188.8,-174.2,-29.99,-43.32,-129.8,-234.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17060,0.1102,98.79,-258.5,-207.4,-192.5,-163.1,-121.1,-181.3,-215,-219.1,-203.2,-183.6,-45.96,-55.21,-151.4,-255.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17061,-11.75,82.75,-258.7,-214.5,-216.3,-178.9,-145.9,-186.6,-229.3,-228,-220.4,-194.9,-67.09,-75.36,-167.3,-268.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17062,-23.41,63.77,-272.9,-246.8,-227,-190.8,-183.5,-209,-244.9,-241.3,-226.5,-201.5,-77,-92.16,-169.2,-257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17063,-31.03,52.32,-286.2,-268.6,-225.9,-192.1,-198.9,-220.6,-248.7,-247,-223.1,-196.4,-78.64,-101,-169.3,-239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17064,-32.4,54.87,-276.1,-246.4,-228.5,-187.2,-194.8,-207.8,-248.6,-236.4,-223.3,-194.3,-85.85,-111.6,-176.8,-232.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17065,-27.33,63.3,-263.6,-225.9,-225.4,-182.3,-194.8,-194.5,-248.3,-225.4,-222.5,-194.7,-88.13,-121.3,-172.9,-224.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17066,-22.41,68.23,-257.3,-222.1,-215.9,-176.6,-195.8,-189,-241.3,-227.1,-217.4,-187.3,-75.7,-122.7,-156.8,-206.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17067,-23.4,62.77,-244.3,-209.4,-215.8,-172.2,-196,-192.4,-243.6,-234.9,-220.2,-183.9,-65.51,-121.5,-152.7,-197.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17068,-33.52,51.2,-243.2,-211.9,-232.5,-176.4,-207.1,-197.2,-257.6,-233.4,-227.4,-192.7,-68.51,-123.2,-156.7,-200.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17069,-43.37,50.27,-244,-222.6,-231,-180,-217.5,-191.8,-249.2,-218.3,-220.9,-196.1,-68.45,-120.2,-152.4,-202.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17070,-43.89,54.78,-222.5,-203.5,-199.8,-177.7,-225.3,-193.2,-232,-208.9,-212.2,-193.9,-61.36,-110.8,-152.8,-199.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17071,-49.69,49.01,-223.3,-198.2,-198.2,-178.8,-244.5,-201,-240.1,-212.2,-220.7,-199.6,-59.05,-102.5,-168.2,-198.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17072,-57.33,49.68,-245.7,-219.3,-217.4,-176,-251.4,-186.4,-245.3,-200.2,-230.8,-200.5,-53.15,-93.88,-180.7,-199.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17073,-53.74,62.27,-241.2,-215.7,-210.2,-177.5,-238.9,-172,-240,-181.2,-230.6,-194.4,-41.12,-84.8,-179.7,-196.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17074,-55.65,64.13,-237,-205.1,-215,-193.5,-237.9,-181,-248.3,-184.7,-228.9,-192.2,-37.3,-83.53,-170.8,-192.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17075,-58.92,64.69,-236.6,-199.6,-227.9,-191.3,-237.1,-167.1,-242.4,-181.7,-219.5,-178.2,-35.89,-87.53,-154.9,-189.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17076,-49.54,76.69,-211,-179.2,-208.1,-173.6,-229,-139,-214.5,-169.6,-203.3,-156.9,-29.99,-91.72,-137.8,-181.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077,-41.01,83.07,-203.3,-176.6,-198.4,-171.3,-239.7,-153.3,-200.9,-186.3,-197.8,-153.6,-29.13,-101,-135.4,-175.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17078,-28.47,84.35,-219.5,-188.2,-205.9,-160.2,-245.6,-166,-194.6,-194.1,-195.6,-148.7,-28.96,-110.4,-141.6,-177.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17079,-7.877,89.7,-212.1,-174.3,-184.5,-133.3,-224.6,-133.9,-175.6,-166.2,-176.4,-123.6,-21.38,-108,-129.8,-169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17080,6.045,95.59,-194,-162.4,-152.9,-119,-205.9,-110.6,-155.1,-153.8,-147.7,-103,-13.57,-98.09,-102.8,-151.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17081,22.89,105.2,-185.4,-164.6,-139.6,-106.1,-194.2,-118.1,-140,-158.2,-126.1,-94.82,-7.691,-88.14,-88.16,-142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17082,40.26,111.2,-175.1,-150.4,-139.1,-94.03,-189.9,-129.6,-132.5,-155.6,-114.7,-90.28,-3.901,-79.58,-90.17,-140.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17083,31.95,98.72,-170.6,-146.1,-148.8,-110.4,-213.3,-136.3,-139,-161.9,-115.6,-99.75,-7.862,-79.87,-95.34,-140.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17084,9.961,84.01,-182.4,-167.6,-154.4,-132.5,-236.6,-134.5,-149.4,-164.4,-124,-113.5,-6.465,-82.73,-97.5,-140.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17085,4.084,91.21,-192.1,-165.5,-145.5,-127.6,-232.6,-132.3,-152.6,-152.1,-130.3,-111.6,11.06,-73.76,-100,-137.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17086,7.82,109.6,-183.1,-145.6,-135.8,-116.8,-228.8,-131.3,-154.9,-143.5,-142.4,-113.7,21.73,-66.66,-111.9,-140.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17087,4.862,121.3,-177.4,-153.3,-133.8,-118.2,-229.6,-114.3,-156.8,-133,-158.3,-128.9,13.79,-72.27,-132.1,-157.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17088,-0.713,124.8,-192.7,-166,-143.6,-125.5,-227,-103.2,-155.9,-132.5,-162.5,-136,3.091,-77.59,-147.3,-172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089,-10.69,111,-203.7,-164.5,-162.6,-140.5,-242.9,-121.4,-162.1,-156.7,-168.5,-143.1,-6.801,-82.67,-151.4,-177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17090,-28.91,85.78,-195.1,-166.4,-162.8,-153.7,-261.3,-136.5,-172.8,-164.9,-185.5,-161,-19.11,-93.85,-156.3,-185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17091,-43.06,74.69,-185.7,-162.7,-145.7,-154.8,-258.4,-130.8,-181.9,-154.9,-199,-175.4,-31.51,-106,-173.4,-201.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17092,-53.64,66.96,-185.7,-159.1,-145.7,-154.5,-256.6,-126.9,-190.6,-163.7,-205.6,-181.3,-39.8,-113.4,-182.5,-201.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17093,-61.93,54.54,-181.7,-166.3,-150.1,-149.9,-256,-131.1,-185.6,-171.6,-202.7,-179.9,-38.79,-113.2,-172.3,-182.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17094,-59.51,57.12,-171.5,-163.9,-143.6,-146.7,-252.2,-138.7,-174.6,-168.2,-195.9,-179.5,-39.63,-114.4,-176.1,-180.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17095,-59,59.6,-174.6,-159.5,-150.7,-152.2,-252.8,-146.8,-178.1,-172.9,-197.4,-181.4,-46.97,-121.8,-188.9,-191.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17096,-57.12,59.73,-180.2,-158.6,-154.9,-136.4,-228.9,-140.1,-176.9,-168.4,-191,-163.4,-37.5,-120.8,-171.1,-178.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17097,-38.21,87.64,-165.1,-141.3,-137.3,-110.5,-192.2,-119.6,-163,-152.8,-172.9,-137.1,-11.42,-111,-144.4,-150.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17098,-27.07,117.6,-154,-130,-132.6,-118.7,-188.2,-105.6,-160.5,-147.8,-164.9,-139.7,-0.2494,-109.4,-145.4,-144.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17099,-38.84,112.6,-168.5,-143.5,-141.8,-139.7,-197.7,-101.2,-170.5,-153.5,-168,-159.9,-14.69,-120.7,-160.5,-161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,-54.79,93.07,-180.7,-154,-136.9,-141.5,-204,-103.7,-175.2,-168.9,-171.2,-163.1,-34.24,-136.9,-164.9,-179.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17101,-59.18,84.08,-169,-148.8,-127.1,-131,-211.4,-111.1,-167.4,-180.3,-166.5,-146.5,-39.05,-144.8,-156.1,-185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17102,-50.47,80.69,-157.7,-141.3,-130.6,-124,-208,-110.2,-160.8,-173.2,-159.3,-139.7,-38.04,-143.5,-155.6,-181.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17103,-52.52,68.44,-171.3,-141.6,-141.3,-133.3,-210.3,-102,-164.8,-167.1,-163.7,-154.4,-45.43,-143.9,-168.1,-177.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17104,-69.85,54.05,-176.6,-142.1,-142.3,-138.9,-215.9,-94.76,-163.2,-161.4,-167.4,-161.1,-52.93,-141.8,-170.1,-171.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17105,-73.87,52.96,-152.2,-130.7,-140.1,-128.1,-198.7,-83.2,-159.1,-147,-163.5,-155.8,-52,-127.3,-164.1,-158.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17106,-69.74,58.73,-142.3,-115.4,-150.8,-131.3,-186.2,-72.22,-164.4,-139.2,-165.6,-157,-45.4,-113.2,-162.5,-147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17107,-76.37,60.62,-155.3,-111.8,-165.6,-152.3,-200,-72.03,-172.1,-133.1,-173.6,-161.8,-47.39,-119.5,-167.5,-155.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17108,-97.07,51.46,-162.1,-120.3,-181.9,-172,-221.1,-81.36,-191.4,-136.6,-191.2,-177,-64.32,-134.5,-186.4,-175.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17109,-122.6,42.03,-163.9,-122.1,-189.1,-173.6,-228.7,-91.6,-205,-159.1,-201.9,-187,-64.48,-128.2,-193.8,-174.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17110,-113.7,61.36,-148.1,-107.9,-159.6,-142.4,-209.3,-87.15,-176.7,-147.5,-176.6,-157.2,-38.07,-109.7,-167.2,-151.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111,-77.91,86.59,-114.9,-98.64,-130.5,-114.6,-192.4,-75.63,-148.1,-105.8,-148.7,-127.8,-24.7,-106.9,-143.6,-140.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17112,-72.5,80.19,-106,-94.34,-141.6,-120.6,-199.1,-78.92,-153.9,-109.9,-146.2,-127.7,-26.26,-113.6,-132.3,-133.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113,-81.1,69.96,-111.2,-75.2,-142.6,-122.3,-188.2,-84.16,-151.4,-135,-133.3,-113.3,-14.18,-114.4,-104.7,-112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,-68.59,76.23,-97.18,-57.78,-118.1,-109.1,-160.3,-81.04,-134.5,-128.4,-112.9,-94.23,3.11,-108.3,-81.05,-94.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17115,-62.61,83.12,-90.18,-53.41,-121.3,-107.5,-152,-79.22,-136.1,-117.9,-118.8,-101,14.07,-97.71,-84.87,-89.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17116,-68.3,95.62,-104.3,-38.64,-138.7,-107.2,-142.6,-69.48,-144.6,-104.3,-132.6,-101.2,29.62,-88.43,-90.53,-85.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17117,-59.16,116.8,-104.9,-18.55,-128.6,-94.75,-119.9,-57.91,-141.4,-88.68,-131.8,-92.41,43.27,-86.25,-87.57,-82.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17118,-49.54,125.8,-92.81,-27.43,-121.8,-90.14,-109.9,-64.32,-143.1,-111.4,-137.5,-108,33.63,-95.53,-99.57,-97.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17119,-67.78,110.5,-105.3,-55.38,-148,-108.6,-117.1,-73.52,-161.4,-131.6,-159.3,-134.1,10.7,-109.9,-124.1,-121.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17120,-100.1,89.14,-131.9,-64.61,-170.6,-134,-136.7,-76.65,-177.2,-108.4,-170.7,-146.8,2.58,-109.5,-134.5,-127.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17121,-116.6,82.73,-138.3,-66.47,-163.4,-147.3,-158.1,-84.92,-176.5,-101.4,-161.7,-150.3,6.129,-94.2,-131,-117.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17122,-121.5,76.77,-140.9,-84.16,-159.1,-158.1,-166.8,-92.01,-175.4,-120.4,-154.1,-149.7,5.218,-81.93,-130.8,-111.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17123,-134.4,57,-162.2,-100.5,-181,-176.6,-178.3,-96.78,-181.2,-122.9,-155.7,-151.6,-4.454,-81.78,-137,-116.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
